index,text,label
72,"पुल दे नीचे

गांव नूं शहर नाल जोड़न आह्ला पुल ज्यादा पुराना नई सी, पर ओसदे नीचे बहंदी छोटी नदी गांव दी जिंदगी दा हिस्सा बन चुकी सी। पुल दे ऊपर बसां, ट्रकां अते मोटरसाइकिलां दी आवाज़ां हर वेले गूंजदियां, पर नीचे पानी दी चाल अलग ही रफ्तार नाल चलदी। रोहन अकसर स्कूल तों लौट के पुल दे नीचे जांदा। ओह अपना बस्ता पत्थर उप्पर रखदा अते पानी कन्नै बैठ जांदा। ऊपर सवारी लंघदी, नीचे पानी बहंदा—दोनों अलग-अलग दिशावां विच। रोहन ओस फरक नूं देखदा अते चुपचाप बैठा रहंदा। मां जानदी सी कि ओह पुल दे नीचे होवेगा। पिता खेतां विच काम करदे सन, अते घर विच किसी नूं जल्दी नई होंदी।

पुल दे नीचे कुछ होर लोग वी आन्दे-जांदे सन। कोई मछली फड़न आंता, कोई कपड़े धोण, कोई बस आराम लई। इक बुजुर्ग अकसर ओथे बैठ के बीड़ी पींदा। ओह रोहन नाल कदे-कदे गल्ल करदा, पर जादातर चुप ही रहंदा। बरसात दे दिनां विच नदी चढ़ जांदी। पानी पुल दे खंभ्यां नूं छूंदा अते आवाज़ बदल जांदी। रोहन ओस दिन पुल दे नीचे नई जांदा, बस ऊपर खड़ा हो के पानी नूं वेखदा। ओस नूं एह वेख के हैरानी होंदी कि पानी जद ज्यादा हो जांदा, तां पुल फेर वी ओथे ही खड़ा रहंदा।

इक दिन गांव विच खबर फैल गई कि पुल दी मरम्मत होणी ऐ। कुछ दिन लई आवाजाही बंद रहेगी। रोहन ओस दिन स्कूल तों लौट के पुल कन्नै आया। नीचे जाना मना सी। खंभ्यां दे चारों पासे रस्सियां बंधी होईं सन। रोहन ऊपर खड़ा हो के नीचे वेखदा रया। पानी ओथे ही बह रया सी, पर ओह नीचे जांदी आदत नाल जांदा नई सक्या। कुछ दिन बाद पुल ठीक हो गया। बसां फेर चलन लग्गियां। रोहन नीचे उतर्या। पानी वही सी, पत्थर वही, पर ओस नूं एह जगह थोड़ी बदली लग्गी। ओह कुछ देर बैठा, फेर उठ के घर वल चल पया। ऊपर पुल दे ऊपर गाड़ी लंघी। आवाज़ आई, फेर दूर हो गई। पानी बहंदा रहा।",stories
73,"बंद दरवाज़ा

रमेश दे घर दा पिछला दरवाज़ा सालां तों बंद पया सी। ओह दरवाज़ा घर दे पुराने हिस्से वल खुलदा सी, जिथे पहले ओसदे दादा-दादी रया करदे सन। जद नया घर बना, तां ओह कमरा खाली रह गया अते दरवाज़े उप्पर लकड़ी दी पट्टी ठोक दित्ती गई। रमेश बचपन तों ओस दरवाज़े नूं वेखदा आया सी, पर कदे खोलण दी कोशिश नई कीती। मां अकसर कहिंदी, “ओथे कुछ नई, धूल-मिट्टी ऐ।” पिता चुप रहंदे।

इक दिन गांव विच तेज़ बारिश होई। पानी नालियां पार करन लग्गा अते रमेश दे घर दे पिछ्छे दी दीवार गीली हो गई। पिता ने कहा कि पिछ्ले हिस्से नूं वेख के आओ। रमेश पहली वार उस बंद दरवाज़े कन्नै पहुंचा। पट्टी ढीली हो चुक्की सी। ओहने हल्का धक्का दित्ता तां दरवाज़ा चर्रक दी आवाज़ कन्नै खुल गया। अंदर अंधेरा अते सीलन सी। खिड़की तों थोड़ी रोशनी अंदर आई। कमरे विच पुरानी चारपाई, टूटी अलमारी अते दीवारां उप्पर लटके फीके पड़ चुके फोटो सन। रमेश ने धीरे-धीरे अंदर कदम रखे। हर चीज़ जियां किसी इंतजार विच होवे।

ओहने अलमारी खोली। अंदर पुराने काग़ज़, कुछ चिट्ठियां अते इक छोटा कपड़े दा थैला सी। रमेश ने इक चिट्ठी खोल के पढ़ी। लिखाई दादा दी सी। ओस चिट्ठी विच खेत, घर अते परिवार दी गल्लां सन। रमेश नूं पहली वार एह एहसास होया कि ओह कमरा खाली नई सी। ओथे वक्त अटका होया सी। बाहर बारिश रुक चुक्की सी। रमेश चिट्ठियां समेट के दरवाज़ा फेर बंद कर आया, पर पट्टी वापिस नई ठोकी। दरवाज़ा हल्का जेहा खुला रह गया।",stories
74,"बकरी ते लोमड़ी
इक बारी दी गल्ल ऐ। इक लोमड़ी जंगल च इत्थें-उत्थें घुम्मदी ही। घुम्मदे-घुम्मदे उ इक खुह् दे कोल पुज्जी। उसने खुह् च झाँकेआ ते उसगी पानी दिखेआ। पानी पीने दी लालसा च उ खुह् च कुद्द पेई।

पानी पी उसने जदूँ बाहर निकलने दी कोशिश कीती ते उसगी एहसास होइआ जे खुह् दियाँ दीवारें बड्डियाँ चिकनियाँ न ते उ बाहर निकली नेईं सकदी।

तभी उत्थोंई इक बकरी लंघी। उसने खुह् च झाँकेआ ते लोमड़ी गी देखेआ। बकरी ने पुच्छेआ, ""लोमड़ी बहना, तुस खुह् च किओं ओ?""

चालाक लोमड़ी ने फटाफट जवाब दित्ता, ""अरे बकरी बहना! तिगी पता नेईं? बड्डा सूखा पैने आला ऐ। मैं ते पैहलेयाँ थोंई ई इत्थें आई पानी पी रेई आँ। एह् पानी बड्डा मिट्ठा ते ठंडा ऐ। तुस बी आई जाओ।""

बकरी लोमड़ी दियाँ गल्लाँ च आई गेई ते खुह् च कुद्द पेई। जैसे ई बकरी खुह् च आई, लोमड़ी बकरी दे सिंगाँ उप्पर पैर रखी फटाफट खुह् थोंई बाहर कुद्द गेई।

बाहर आई लोमड़ी मुस्करांदी होई बोली, ""अरे बकरी! पानी च कुद्दने थोंई पैहलें एह् ते सोचणा चाहिदा हा जे बाहर केह्ड़े तरीके नाल निकलणा ऐ।"" एह् कैंह्दी लोमड़ी उत्थोंई चली गेई ते बकरी बेचारी खुह् च ई रेई।

शिक्षा: किसे दी बी चिकनी-चुपड़ी गल्लाँ च आने थोंई पैहलें सोच-विचार करना चाहिदा ऐ — जल्दबाजी च कीता गिआ फैसला नुकसानदेह होंदा ऐ।",stories
75,"बटेर ते शिकारी
इक बहेलिया हा, जेह्ड़ा हर रोज बड्डियाँ सारियाँ बटेरां दा शिकार कीता करदा हा। बटेरां दी गिनती तेजी नाल घटने लगी। बटेरां दे राजे ने अपने साथियां दी बैठक बुलाई ते बोलेआ, ""कल, जदूँ बहेलिया साड्डे गी पकड़ने लेई आग, ते अस सब इकट्ठे बल लाई जाल लेई उड्डी चलाँगे ते अपनी जान बचाँगे।""

बटेरां दी योजना सफल रेई। ते उस दिन बहेलिया इक बी बटेर नेईं पकड़ी सकेआ।

किश दिनां बाद बहेलिया फिरी आइआ। उसने फिरी अपना जाल फैलाई दित्ता ते बटेराँ फिरी फँसी गेईयाँ। हालाँकि जदूँ उ इकट्ठे उड्डने लेई तैयार होईयाँ तभी इक बटेर दा पैर दूजी बटेर दे सिर उप्पर लगी गिआ।

दोनां च झगड़ा होई गिआ ते बचना भुल्लि उ इक दूजे नाल लड़ने लगियाँ! बहेलिया आइआ ते सारियाँ बटेरां गी जाल च लपेटी लेई गिआ। संकट दे बेले बटेरां ने एकजुटता दिखाने दी बजाय, आपस च लड़ना शुरू करी दित्ता, जिसनाल बहेलिए गी उन्नाँ गी पकड़ने च सफलता मिली गेई।

शिक्षा: संकट दे बेले आपसी झगड़ा दुश्मन गी फायदा पुज्जांदा ऐ — एकता च ई बचाव ऐ।",stories
76,"बरगद दे पेड़ दा जन्म
तिन्न दोस्त हे — कावाँ, बंदर ते हाथी। तिन्नां दे बिच्च अक्सर किसे न किसे गल्ल उप्पर मतभेद होई जांदे हे, पर उ किसे नतीजे उप्पर नेईं पुज्जी सकदे हे।

इक दिन, उ इक वड्डे बरगद दे पेड़ दे हेठ आराम करदे हे। तभी बंदर बोलेआ, ""जदूँ तुस लोकां एह् पेड़ देखेआ हा ते इसदा आकार केह्ड़ा हा?""

हाथी बोलेआ, ""जदूँ मैं बच्चा हा, तदूँ मैं इसदियाँ नरम-नरम डालियाँ नाल अपना पेट रगड़ेआ करदा हा।""

""जदूँ मैं छोटा हा, तदूँ मैं किश बेर खाए हे ते उसदियाँ किश गुठलियाँ इत्थें सुट्टी दित्तियाँ ही। उन्नीं गुठलियाँ थोंई ई एह् पेड़ उगेआ ऐ,"" काँवाँ आराम नाल बोलेआ।

उसदी गल्ल सुनी बंदर बोलेआ, ""दोस्त, जदूँ मैं पैहली बारी इसगी देखेआ हा ते एह् इक पौधा ई हा। ते हून भाई, एह् लगदा ऐ जे तुस ई साड्डे सभनाँ थोंई वड्डे ओ। हून अस तेरी ई राय सुणेआ कराँगे।""

शिक्षा: उमर ते तजरबे दा सम्मान करना चाहिदा ऐ — वड्डेयाँ दी राय च समझदारी होंदी ऐ।",stories
77,"बरसात दी रात

उस दिन दोपहर तों ही आसमान भारी-भारी लग्गा। बादल पहाड़ां दे पिछ्छे अटके होए सन अते हवा विच नमी सी। गांव दे लोक खेतां तों जल्दी-जल्दी घर वल मुड़न लग्गे। मां ने वी मैनूं आवाज़ मारी, “बरसात लग्गण आह्ली ऐ, अंदर आ जा।”
शाम होंदे-होंदे बूंदां पड़न शुरू हो गईं। पहले हल्की-हल्की, फेर अचानक तेज़। टीन दी छत उप्पर पानी दी आवाज़ घर दे अंदर गूंजन लग्गी। बिजली चली गई। अंधेरा छा गया अते दीये दी हल्की रोशनी विच सारा कमरा पीला-पीला लग्गण लग्गा।
बाहर रास्ते विच पानी बहन लग्गा। नाले दी आवाज़ दूरा तों सुनाई दी। मां चूल्हे कन्नै बैठी रोटियां सेकदी रही। धुएं अते गीली मिट्टी दी खुशबू मिल के अजीब जेहा माहौल बनांदी रही।
थोड़ी देर बाद दरवाजे उप्पर दस्तक होई। पिता बाहर तों भीगे होए अंदर आए। कपड़े निचोड़दे-निचोड़दे ओह कुर्सी उप्पर बैठ गए। मां ने बिना कुछ बोले उनां लई गरम चाय रखी। भाप उठदी चाय कमरे विच फैल गई।रात गहरी होंदी गई। बारिश रुकन दा नां नई लैंदी सी। कभी तेज़, कभी हल्की। बीच-बीच विच बिजली चमकदी अते पल भर लई सब कुछ साफ़ दिख जांदा। फेर अंधेरा।
मैं खिड़की कन्नै जा के बाहर वेखदा रहा। पेड़ हवा नाल झुकदे-संभलदे रहे। कहीं कुत्ते भौंकदे, कहीं मेंढक टर्र-टर्र करदे। गांव दी आवाज़ां बरसात विच मिल के इक अलग जेहा संगीत बनांदी सन।रात दे काफी बाद बारिश धीमी होई। नाले दी आवाज़ वी शांत हो गई। मां ने दीया बुझाया अते सब अपने-अपने बिस्तरां विच लेट गए। छत उप्पर आख़िरी बूंदां दी टिक-टिक सुनाई दी।सबेरे जद उठे तां हवा ठंडी सी। बाहर हर चीज़ धुली-धुली लग्गी। रास्ते विच कीचड़ सी, पर आसमान साफ़ हो चुक्का सी। बरसात दी रात पीछे छूट गई सी।",stories
78,"बलशाली मच्छी
बड्डा चिर पैहलें दी गल्ल ऐ। इक दयालु ते नेक मच्छी ही। तभी भयानक सूखा पेआ। संकट समझी नेक मच्छी ने अपनी ते अपने साथियां दी जान बचाने दा निश्चय कीता।

इक दिन, हर तरफ दे खतरेयाँ दा सामना करदी होई नेक मच्छी किच्चड़ च जगह बनांदी होई सतह उप्पर आई। उसने वर्षा दे देवता इंद्र थोंई प्रार्थना कीती, ""हे देव! साड्डे पाप माफ करी दे। किरपा करी बरखा भेजी साड्डे गी एह् संकट थोंई कड्ढ।""

उसदी एह् गुहार सुनी स्वर्ग थोंई लेई नर्क तक, हर किसे दे मन च दया पैदा होई गेई। इंद्र ने वर्षा गी धरती उप्पर भेजी दित्ता ते महान नेक मच्छी ते उसदे साथी बची गे।

शिक्षा: सच्ची लगन ते प्रार्थना नाल वड्डे थोंई वड्डा संकट बी टलदा ऐ — दूजेयाँ लेई सोचने आले दी रक्षा भगवान खुद करदा ऐ।",stories
79,"बहादुर कुड़ी
इक बारी दी गल्ल ऐ। इक छोटे जेहे गाँव च इक बहादुर कुड़ी रौंदी ही — उसदा नां मैना हा। उ अपनी बूढ़ी माँ ते छोटे भाई नाल रौंदी ही। उसदे पिताजी बचपन च ई गुजरी गे हे। मैना घरे दा सारा बोझ चुकदी ही — खेत च कम्म करदी, लकड़ियाँ कट्टदी ते बजार थोंई सामान लिआंदी।

गाँव दे लोक उसगी बड्डा मनदे हे पर किश लोक कौंदे हे — ""कुड़ी ऐ — घरे च रैहणा चाहिदा।"" मैना इन्नीं गल्लाँ उप्पर ध्यान नेईं दिंदी ही।

इक दिन गाँव दे नेड़े जंगल च अग लगी गेई। अग तेजी नाल फैलने लगी। गाँव दे लोक डरी गे। सारे भज्जने लगे।

मैना ने देखेआ जे जंगल दे किनारे इक बुढ्ढी माई दी झोंपड़ी ऐ ते उ माई अंदर फसेई ऐ — भज्जी नेईं सकदी। गाँव दे मर्द डरी गे — कोई नेईं गिआ।

मैना बिना सोचे दौड़ी। उसने अपना दुपट्टा पानी च भिजाइआ ते मुँह उप्पर बंनेआ। धुएँ ते अग दे बिचकार उ झोंपड़ी च गेई ते बुढ्ढी माई गी अपनी पिट्ठ उप्पर चुकेआ ते बाहर लेई आई।

लोक हैरान होई गे। बुढ्ढी माई दी जान बची। गाँव दे सारे लोकाँ ने मैना दी तारीफ कीती।

गाँव दे मुखी ने कैह्आ, ""मैना ने अज्ज साबत कीता जे बहादुरी मर्द-जनानी नेईं देखदी — दिल दी ताकत देखदी ऐ।""

मैना शर्माइआ ते बोली, ""मैंने बस उहीं कीता जो करना चाहिदा हा।""

शिक्षा: बहादुरी लिंग नेईं देखदी — उहीं सच्चा बहादुर ऐ जेह्ड़ा दूजेयाँ दी मदद लेई अपनी जान खतरे च पाई सकदा ऐ। सच्ची हिम्मत दिल च होंदी ऐ।",stories
80,"बांदर ते मगरमच्छ
गोलू नां दा इक बांदर इक रुक्ख पर रौंदा हा ते हेठ नदी च मगरमच्छ तैरदा हा। मगरमच्छें सोचा जे बांदर गी धोखा देइयै उसगी अपने कन्नै लेई जाऐ। इक ध्याड़े मगरमच्छें बांदर कोला गल्लाया, ""मेरे कोल बड्डे सुआदले फल न, आओ मेरे कन्नै नदी च चलो।"" बांदरें उसदी गल्ल मन्नी ते नदी च जाने लग्गा। मगरमच्छें उसगी धोखा देने आस्तै एह सोचा जे ओह बांदर गी खाई जाऐ। पर बांदर बड्डा चतुर हा, उसने मगरमच्छ कोला गल्लाया, ""मैं अपने सारे फल रुक्ख पर छड्डे न, चलो उत्थे वापस चलदे आं।"" मगरमच्छ एस गल्ल गी मन्नियै वापस मुड़ आया। एस चाली बांदरें अपनी चतुराई कन्नै गोलू गी बचाई लैता।",stories
81,"बाघिन दी कहानी
बोधिसत्व ने इक बारी इक विद्वान दे रूप च जन्म लेआ। उ तपस्वी बनी गे ते उन्नाँ दे कई शिष्य बी बनी गे। इक दिन, बोधिसत्व अपने शिष्य अजित दे नाल वन थोंई लंघदे हे जे उन्नाँ गी इक भुक्खी बाघिन दिखी, जेह्ड़ी अपने ई बच्चेयाँ गी खाने जा रेई ही।

एह् दृश्य देखी बोधिसत्व गी बड्डा दुख होइआ। उन्नाँ खुद गी बाघिन दे खाने लेई पेश करने दा निश्चय कीता। एह् सोची, उन्नाँ किसे बहाने नाल अजित गी कित्थें भेजी दित्ता ते खुद गी बाघिन दे सामने पेश करी दित्ता। बाघिन ने अपने बच्चेयाँ दे नाल मिलजुली उन्नाँ उप्पर टुट्टी पेई।

जदूँ अजित वापस मुड़ेआ ते उसने अपने गुरू दे लहू नाल रंगे कपड़े देखे। उ दुख नाल रोने लग्गा, ""हे भगवान! एह् ते गुरूजी दे कपड़े न। इसदा मतलब ऐ जे एह् जानवर उन्नाँ गी मारी खाई गे…""

दुखी मन अजित वापस आइआ ते सभनाँ गी उसने अपने गुरू दी दया, करुणा ते बलिदान दे बारे च दस्सेआ।

शिक्षा: सच्ची करुणा ते बलिदान दी कोई सीमा नेईं होंदी — दूजेयाँ लेई जीणा ई असली धर्म ऐ।",stories
82,"बुद्धिमान पुत्तर
इक बारी दी गल्ल ऐ। इक बुढ्ढे किसान दे तिन्न पुत्तर हे। किसान बड्डा मेहनती हा ते उसने सारी उमर खेतां च कम्म कीता। पर जदूँ उ बुढ्ढा होई गिआ तां उसगी फिकर होई जे उसदे मरने दे बाद उसदे पुत्तर आपस च लड़णगे।

मरने थोंई पैह्लें उसने तिन्नां पुत्तरां गी बुलाइआ ते कैह्आ, ""पुत्तरो! मैंने अपनी सारी उमर दी कमाई खेत च दबाई ऐ। मेरे मरने दे बाद खोदी लैणा।""

किसान मरी गिआ। तिन्नां पुत्तरां ने मिलजुली खेत खोदना शुरू कीता। उन्नाँ ने सारा खेत खोद दित्ता पर कुछ बी नेईं मिलेआ।

बड्डा पुत्तर बोलेआ, ""पिताजी ने झूठ बोलेआ। किश बी नेईं ऐ।"" मंझला पुत्तर बी निराश होई गिआ।

पर छोटे पुत्तर ने सोचेआ — ""खेत तां सारा खुदेआ पेआ ऐ। किओं नेईं इच्च बीज बोई दिआँ।"" उसने भाईयाँ गी समझाइआ। तिन्नां मिलजुली खेत च बीज बोए।

उस साल फसल इन्ना बम्पर होई जे तिन्नां भाईयाँ गी बड्डा मुनाफा होइआ। हून उन्नाँ गी पिताजी दी गल्ल दी समझ आई — खेत दी मिट्टी ई असली खजाना ही।

तिन्नां भाई मिलजुली मेहनत करदे रेए ते खुशी-खुशी रेए।

शिक्षा: मेहनत ई सब्भ थोंई बड्डा खजाना ऐ — बुजुर्गां दियाँ गल्लां च हमेशा गहरी सीख लुकी होंदी ऐ, समझदारी नाल सोचो।",stories
83,"बोलने आला रुक्ख
इक बारी दी गल्ल ऐ। इक जंगल च इक बड्डा पुराना रुक्ख हा। लोक कौंदे हे जे उस रुक्ख च कोई देवता रौंदा ऐ ते उ बोलदा ऐ। इस करी कोई बी उस रुक्ख गी कट्टदा नेईं हा।

इक चालाक लकड़चोर ने एह् गल्ल सुणी। उसने सोचेआ — ""एह् ते बस अफवाह ऐ। मैं इस रुक्ख गी कट्टी बेचदा आँ। बड्डे पैसे मिलणगे।""

उ कुहाड़ा लेई रुक्ख कोल आइआ ते कट्टने दी तैयारी करने लगेआ। अचानक रुक्ख थोंई आवाज आई, ""रुको! मिगी मत कट्टो!""

लकड़चोर पैहलां तां डरेआ पर फिर उसने गौर नाल देखेआ। रुक्ख दी खोड्ड च इक तोता रौंदा हा — उहीं बोलदा हा। लकड़चोर गी गुस्सा आइआ। उसने तोते गी उड्डाइआ ते कुहाड़ा चुकेआ।

पर गाँव दे लोकाँ ने लकड़चोर गी रुक्ख कट्टदे देखेआ। उ दौड़दे आए ते बोले, ""एह् रुक्ख कट्टना पाप ऐ! एत्थें देवता रौंदे न!""

लकड़चोर ने समझाने दी कोशिश कीती — ""एह् बस तोता हा जेह्ड़ा बोलदा हा।"" पर कोई नेईं मनेआ। गाँव दे लोकाँ ने उसगी उत्थोंई खदेड़ी दित्ता।

लकड़चोर खाली हत्थ घर मुड़ेआ ते पछताने लगेआ।

शिक्षा: लालच च अंधे होई सच्चाई गी नजरअंदाज करने आले गी हमेशा नुकसान होंदा ऐ — ते समाज दियाँ मान्यताँ गी बी समझदारी नाल लैणा चाहिदा ऐ।",stories
84,"बोलने आली गुफा
इक घने जंगल च इक बड्डी गुफा ही। उस गुफा दे बारे च मशहूर हा जे जेह्ड़ा बी उसदे अंदर जांदा ऐ उ वापस नेईं आंदा।

उस जंगल च इक चालाक लोमड़ी रौंदी ही। इक दिन उसगी बड्डी भुक्ख लगी ही। उ खाने दी तलाश च घुमदी-घुमदी उस गुफा कोल आई गेई।

लोमड़ी ने गुफा दे बाहर रुकी सोचेआ — ""एत्थें किश जानवर रौंदा होगा जेह्ड़ा अंदर आने आले गी खाई जांदा होगा।"" उसने ध्यान नाल जमीन उप्पर देखेआ — अंदर जाने दे पैरां दे निशान हे पर बाहर आने दे कोई निशान नेईं हे।

लोमड़ी चालाक ही। उसने गुफा दे बाहर खड़ोई आवाज लाई — ""ओ गुफा! मेरे नाल गल्ल कर।""

गुफा च थोंई कोई आवाज नेईं आई।

लोमड़ी फिर बोली — ""अरे गुफा! जदूँ मैं पैह्लें आई ही तां तूं मिगी अंदर आउन दा न्यौता दित्ता हा। अज्ज किओं चुप ऐं? बोल!""

गुफा च थोंई अजे बी कोई आवाज नेईं आई।

लोमड़ी होर उच्ची बोली — ""ठीक ऐ! जेकर तूं नेईं बोलेगी तां मैं नेईं आँदी!""

इत्थें गुफा दे अंदर इक शेर छुपेआ बैठा हा। उसने सोचेआ — ""जेकर एह् लोमड़ी नेईं आई तां भुक्खा रैह्णा पवेगा।"" उसने गुफा च थोंई आवाज लाई — ""आओ भैणे! अंदर आओ — मैं तेरा इंतजार करदा आँ!""

लोमड़ी मुस्करांदी होई बोली — ""शुक्रिआ! हून मिगी पता लगी गिआ जे गुफा च कोई ऐ। गुफाँ कदे नेईं बोलदियाँ — तूं ई बोलेआ ऐं!""

ते लोमड़ी उत्थोंई भज्जी गेई। शेर गुफा थोंई बाहर निकलेआ पर लोमड़ी बड्डी दूर जाई चुकी ही।

शिक्षा: अक्ल नाल खतरे गी पैह्लें भांपो — जल्दबाजी च कदम चुकने थोंई पैह्लें सोचो। चालाकी नाल बड्डे थोंई बड्डे खतरे थोंई बचेआ जाई सकदा ऐ।",stories
85,"मुर्गी ते बाज
इक बारी दी गल्ल ऐ। इक किसान दे घरे च बड्डियाँ सारियाँ मुर्गियाँ ही। उ सारी रोज अपने दड़बे च रौंदियाँ ते दाना चुगदियाँ। उन्नाँ दी जिंदगी आरामदेह ही पर उ कदे बाहर नेईं जांदियाँ ही।

इक दिन आकाश च उड्डदे इक बाज ने उन्नाँ गी देखेआ। उ हेठ आइआ ते मुर्गियाँ नाल गल्लाँ करने लगेआ। बाज ने पुच्छेआ, ""तुस सारियाँ इत्थें किओं बंद ओ? बाहर किओं नेईं जांदियाँ?""

मुर्गियाँ बोलियाँ, ""साड्डा मालिक साड्डा ख्याल रखदा ऐ। साड्डे गी रोज दाना-पानी मिलदा ऐ। अस बाहर जाई किओं अपने आप गी खतरे च पाईऐ?""

बाज बोलेआ, ""अरे! तुस ते पक्षी ओ। तुसगी आकाश च उड्डने दी आज़ादी मिलनी चाहिदी। इत्थें बंद रैह्ने च क्या मजा ऐ? बाहर दी दुनिया बड्डी सुंदर ऐ।""

किश मुर्गियाँ बाज दियाँ गल्लाँ च आई गेईयाँ ते दड़बे दा दरवाजा खुल्लेआ देखी बाहर निकली गेईयाँ। बाज उन्नाँ गी लेई उड्डेआ पर उत्थें जंगल च शिकारी जानवर हे। जेह्ड़ियाँ मुर्गियाँ बाहर गेईयाँ ही उन्नाँ च थोंई किश मारियाँ गेईयाँ।

जेह्ड़ियाँ मुर्गियाँ दड़बे च रेईयाँ ही उ सुरक्षित रेईयाँ। उन्नाँ गी हून समझ च आई गिआ जे उन्नाँ दा मालिक उन्नाँ गी बाहर दे खतरेयाँ थोंई बचाउने लेई ई दड़बे च रखदा हा।

शिक्षा: चमकदी चीज हमेशा सोना नेईं होंदी — किसे दियाँ बहकाने आलियाँ गल्लाँ च आने थोंई पैहलें सोचो।",stories
86,"मुशक्कत
गर्मी दा मौसम हा ते इक नन्ही जनी चींटी पूरे ध्याड़े अपना काम करदी हाई। ओह बिना रुकेआं मेहनत कन्नै दाने इकट्ठे करदी हाई ते उनेंगी अपने कर च सुरक्षत रखने आस्तै पांदी हाई। उत्थे ही कोल इक टिड्डा आराम कन्नै घास पर बैठेआ हा ते गाना गांदा हा। ओह चींटी गी तक्कदा ते हसदे होए गल्लांदा, ""तुसें एत्ती मेहनत किस आस्तै करदियां ओ?"" चींटी थोड़ी मुस्कान कन्नै गल्लाई, ""मैं आगे आने आले समे आस्तै काम करदी आं। सर्दी औंगी, ते जेदूं बर्फ खसगी, तां मैगी खाने आस्तै कोई मुश्कल नेईं होग।"" टिड्डे उसदा मखौल उड्डाया! समां लंघदा गेआ, ते सर्दी आई गई। बर्फ खसने लग्गी ते हवा बड्डी तेज़ चलने लग्गी। हुण टिड्डा भुक्ख ते ठंड कन्नै कम्मदा होया चींटी दे कोल गेआ ते गल्लाया, ""क्या तुसें मैगी कुसा खाना दे सकदियां ओ?"" चींटी उसगी तक्कयां ते गल्लाई, ""जेदूं तुसें आराम करदे हे, तेदूं मैं मेहनत कीती हाई। हुण मैगी खुशी ऐ जे मैं आगे आने आले समे आस्तै तैयारी कीती हाई।""",stories
87,"मूर्ख बंदर
इक बारी दी गल्ल ऐ। इक शहर च इक बड्डा मंदर बनाई रेआ हा। मिस्त्री ते मजदूर सारा दिन कम्म करदे हे। दुपहर गी खाने दा वक्त होइआ ते सारे मजदूर खाना खाने लेई चले गे। कम्म दा सामान उत्थें ई छड्डी गे।

उत्थें नेड़े ई इक बंदरां दा झुंड रौंदा हा। मजदूरां दे जाने दे बाद बंदर उत्थें आई गे ते सामान नाल खेडने लगे।

इक बंदर ने देखेआ जे इक बड्डा लकड़ी दा लट्ठ अधवाटे चीरेआ होइआ हा। मिस्त्री उसगी दो हिस्सेयाँ च चीरी रेआ हा ते बिचकार इक पाचर (wedge) लाई छड्डी हा ताँ जे लट्ठ बंद नेईं होवे।

बंदर गी उस लट्ठ च बड्डी दिलचस्पी होई। उ उस उप्पर बैठी गिआ ते अपनी दोनां लत्तां लट्ठ दी दोनां चीरां च लटकाई लेईयाँ। फिर उसने उत्सुकता नाल उस पाचर गी खिच्चना शुरू कीता।

जिओंई पाचर बाहर आई — लट्ठ दोनां पासेयाँ थोंई बंद होई गिआ ते बंदर दियाँ दोनां लत्तां लट्ठ च दबी गेईयाँ। बंदर दर्द नाल चिल्लाने लगेआ पर हून कुछ नेईं होई सकदा हा।

मजदूर जदूँ वापस आए तां उन्नाँ बंदर गी छुड़ाइआ — पर उसगी बड्डी चोट लगी होई ही।

शिक्षा: बिना सोचे-समझे दूजेयाँ दे कम्म च दखल देना हमेशा नुकसानदेह होंदा ऐ — जिज्ञासा च बी समझदारी जरूरी ऐ।",stories
88,"मोर ते सारस
इक झील दे किनारे इक मोर रौंदा हा। उसगी अपने सुंदर-सुंदर पंख बड्डे चंगे लगदे हे। इक दिन इक सारस बी उत्थें रौने आई गिआ। मोर बोलेआ,

""तेरा एह् थाँ उप्पर स्वागत ऐ।"" हून मोर ने अपने पंख फैलाए। चमकदी धूप च उसदे रंगदार पंख बड्डे सुंदर लगदे हे। झील दे पानी च उन्नाँ दी परछाईं दिखदी ही।

उ अपने पंखां गी देखी गर्व महसूस करने लग्गा। गर्व च डुब्बेआ मोर बोलेआ, ""मेरे पंख देख। देखेआ, केह्ड़े सुंदर ते आकर्षक न। तेरे पंखां थोंई बड्डे बेशी सुंदर न एह्।"" सारस मोर दे घमंडी भाव गी पहचानी गिआ।

उ बोलेआ, ""मेरे पंख जेह्ड़े बी न, पर उन्नाँ दी सहायता नाल मैं उड्डी ते लैंदा आँ। तेरी सुंदरता किसे काम दी नेईं ऐ। तुस अपने पंखां नाल उड्डी तक नेईं सकदे।"" सारस दी सिद्धी-सपाट गल्ल थोंई मोर गी हकीकत दा अहसास होई गिआ। उसने फिरी घमंड करना छड्डी दित्ता।

शिक्षा: दिखावे दी सुंदरता थोंई काम दी काबिलियत वड्डी होंदी ऐ।",stories
